SAND,CLAY,SILT,BD,KSAT,SAT,DUL,LL,AirDry,PO,SWCON,CONA,DiffusConst,XF_maize,KL_maize,e,PH,CO,CEC,SW,TOP_LAYER,BOT_LAYER,THICK,RootCN,RootWt,id_cell,id_within_cell
15.0,35.0,50.0,1.66,3.6329302641090906,0.3712121212121213,0.34600000000000003,0.244,0.21959999999999996,0.3735849056603774,0.07383838383838383,4.0,40.0,1.0,0.08,0.5,7.41,2.3255813953488373,30.0,0.34600000000000003,150,200,50,45,1000,930,4
15.6,39.2,45.2,1.7439999999999998,3.0597219761101537,0.33939393939393947,0.3256,0.2434,0.23363999999999996,0.3418867924528301,0.0459118241235887,4.0,40.0,1.0,0.06823349787308608,0.5,7.41,1.4534883720930234,26.4,0.3256,200,400,200,45,1000,930,4
16.0,42.0,42.0,1.8,2.677583117444195,0.31818181818181823,0.312,0.243,0.243,0.320754716981132,0.027294117647058608,4.0,40.0,1.0,0.06038916312181013,0.5,7.41,0.872093023255814,24.0,0.312,400,600,200,45,1000,930,4
16.0,42.0,42.0,1.8,2.677583117444195,0.31818181818181823,0.312,0.243,0.243,0.320754716981132,0.027294117647058608,4.0,40.0,1.0,0.06038916312181013,0.5,7.41,0.872093023255814,24.0,0.312,600,800,200,45,1000,930,4
16.0,42.0,42.0,1.8,2.677583117444195,0.31818181818181823,0.29869999999999997,0.21850000000000003,0.21850000000000003,0.320754716981132,0.0687588235294116,4.0,40.0,1.0,0.048751490997482216,0.5,7.41,0.6686046511627908,19.8,0.29869999999999997,800,1000,200,45,1000,930,4
19.2,37.6,43.2,1.8,3.3443594702356036,0.31818181818181823,0.3060181818181818,0.222,0.222,0.32075471698113195,0.04594331550802118,4.0,40.0,0.91,0.03799542002893331,0.5,7.41,0.47965116279069764,14.7,0.3060181818181818,1000,1500,500,45,1000,930,4
23.0,33.0,44.0,1.8,4.260795658998017,0.31818181818181823,0.31818181818181823,0.218,0.218,0.320754716981132,0.008021390374331173,4.0,40.0,0.1,0.026904933474480117,0.5,7.41,0.29069767441860467,15.0,0.31818181818181823,1500,2000,500,45,1000,930,4
19.0,13.0,68.0,1.52,11.694196482917228,0.38800000000000007,0.254,0.096,0.0864,0.4264150943396226,0.4043362831858407,3.575,40.0,1.0,0.08,0.5,7.41,0.872093023255814,12.0,0.254,0,50,50,45,1000,954,1
19.0,13.0,68.0,1.52,11.694196482917228,0.38800000000000007,0.254,0.096,0.0864,0.4264150943396226,0.4043362831858407,3.575,40.0,1.0,0.08,0.5,7.41,0.872093023255814,12.0,0.254,50,100,50,45,1000,954,1
19.0,13.0,68.0,1.52,11.694196482917228,0.38800000000000007,0.254,0.096,0.0864,0.4264150943396226,0.4043362831858407,3.575,40.0,1.0,0.08,0.5,7.41,0.872093023255814,12.0,0.254,100,150,50,45,1000,954,1
19.0,13.0,68.0,1.52,11.694196482917228,0.38800000000000007,0.254,0.096,0.0864,0.4264150943396226,0.4043362831858407,3.575,40.0,1.0,0.08,0.5,7.41,0.872093023255814,12.0,0.254,150,200,50,45,1000,954,1
18.4,14.8,66.8,1.52,10.273551045696136,0.39280000000000004,0.25579999999999997,0.0984,0.09455999999999999,0.4264150943396227,0.40011504424778765,3.62,40.0,1.0,0.07266972859556349,0.5,7.41,0.5232558139534883,9.0,0.25579999999999997,200,400,200,45,1000,954,1
15.55,19.85,64.6,1.5865,7.622062952349802,0.38069545454545456,0.27485,0.12275,0.12275,0.40132075471698114,0.30434131990209,3.74625,40.0,1.0,0.0624338083462694,0.5,7.41,0.23982558139534887,,0.27485,400,600,200,45,1000,954,1
11.0,27.0,62.0,1.71,4.456765129837487,0.3522727272727273,0.308,0.165,0.165,0.3547169811320755,0.13170212765957456,3.925,40.0,1.0,0.05249981628878749,0.5,7.41,0.14534883720930233,,0.308,600,800,200,45,1000,954,1
11.0,27.0,62.0,1.71,4.456765129837487,0.3522727272727273,0.308,0.165,0.165,0.3547169811320755,0.13170212765957456,3.925,40.0,1.0,0.05249981628878749,0.5,7.41,0.14534883720930233,,0.308,800,1000,200,45,1000,954,1
22.3,22.82,54.88,1.7548,7.6150182179440655,0.3353030303030303,0.288,0.15528,0.15528,0.337811320754717,0.14690130598030146,3.8205,40.0,0.676,0.035490738581556214,0.5,7.41,0.06439726865869412,,0.288,1000,1500,500,45,1000,954,1
20.0,24.0,56.0,1.8,6.615658906565157,0.31818181818181823,0.28,0.16899999999999998,0.16899999999999998,0.320754716981132,0.12705882352941147,3.85,40.0,0.1,0.027093928720432352,0.5,7.41,0.14534883720930233,,0.28,1500,2000,500,45,1000,954,1
29.0,15.0,56.0,1.5,16.031832622606792,0.39,0.255,0.121,0.10890000000000001,0.4339622641509434,0.4123913043478261,3.625,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.2,0.255,0,50,50,45,1000,971,4
29.0,15.0,56.0,1.5,16.031832622606792,0.39,0.255,0.121,0.10890000000000001,0.4339622641509434,0.4123913043478261,3.625,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.2,0.255,50,100,50,45,1000,971,4
29.0,15.0,56.0,1.5,16.031832622606792,0.39,0.255,0.121,0.10890000000000001,0.4339622641509434,0.4123913043478261,3.625,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.2,0.255,100,150,50,45,1000,971,4
29.0,15.0,56.0,1.5,16.031832622606792,0.39,0.255,0.121,0.10890000000000001,0.4339622641509434,0.4123913043478261,3.625,40.0,1.0,0.08,0.5,7.41,1.453488372093023,8.2,0.255,150,200,50,45,1000,971,4
22.7,24.8,52.5,1.57,8.364634859366241,0.39275757575757575,0.3019,0.1672,0.16357,0.4075471698113207,0.254850724637681,3.87,40.0,1.0,0.07365676953890754,0.5,7.41,1.0465116279069766,13.38,0.3019,200,400,200,45,1000,971,4
37.1,30.8,32.1,1.7169999999999999,5.955740712621996,0.3496212121212121,0.3121,0.20590000000000003,0.20590000000000003,0.3520754716981132,0.11249963768115949,3.9975,40.0,1.0,0.06125417767286285,0.5,7.41,0.4796511627906977,16.41,0.3121,400,600,200,45,1000,971,4
39.7,28.9,31.4,1.73,7.6836769534609815,0.34469696969696967,0.29875,0.19435000000000002,0.19435000000000002,0.34716981132075475,0.13947010869565227,3.95625,40.0,1.0,0.05685874826352347,0.5,7.41,0.436046511627907,14.645,0.29875,600,800,200,45,1000,971,4
42.35,21.4,36.25,1.7615,14.29248497635404,0.33276515151515157,0.2499,0.1465,0.1465,0.3352830188679245,0.2569088235294117,3.785,40.0,0.595,0.04250777648598926,0.5,7.41,0.3052325581395349,9.58,0.2499,800,1000,200,45,1000,971,4
44.0,17.0,39.0,1.8,18.66897147796024,0.31818181818181823,0.218,0.11900000000000001,0.11900000000000001,0.320754716981132,0.32035294117647045,3.675,40.0,0.1,0.03250226146100007,0.5,7.41,0.14534883720930233,7.6,0.218,1000,1500,500,45,1000,971,4
44.0,17.0,39.0,1.8,18.66897147796024,0.31818181818181823,0.218,0.11900000000000001,0.11900000000000001,0.320754716981132,0.32035294117647045,3.675,40.0,0.1,0.03250226146100007,0.5,7.41,0.14534883720930233,7.6,0.218,1500,2000,500,45,1000,971,4
15.0,35.0,50.0,1.66,3.6329302641090906,0.3712121212121213,0.34600000000000003,0.244,0.21959999999999996,0.3735849056603774,0.07383838383838383,4.0,40.0,1.0,0.08,0.5,7.41,2.3255813953488373,30.0,0.34600000000000003,0,50,50,45,1000,983,3
15.0,35.0,50.0,1.66,3.6329302641090906,0.3712121212121213,0.34600000000000003,0.244,0.21959999999999996,0.3735849056603774,0.07383838383838383,4.0,40.0,1.0,0.08,0.5,7.41,2.3255813953488373,30.0,0.34600000000000003,50,100,50,45,1000,983,3
15.0,35.0,50.0,1.66,3.6329302641090906,0.3712121212121213,0.34600000000000003,0.244,0.21959999999999996,0.3735849056603774,0.07383838383838383,4.0,40.0,1.0,0.08,0.5,7.41,2.3255813953488373,30.0,0.34600000000000003,100,150,50,45,1000,983,3
15.0,35.0,50.0,1.66,3.6329302641090906,0.3712121212121213,0.34600000000000003,0.244,0.21959999999999996,0.3735849056603774,0.07383838383838383,4.0,40.0,1.0,0.08,0.5,7.41,2.3255813953488373,30.0,0.34600000000000003,150,200,50,45,1000,983,3
15.6,39.2,45.2,1.7439999999999998,3.0597219761101537,0.33939393939393947,0.3256,0.2434,0.23363999999999996,0.3418867924528301,0.0459118241235887,4.0,40.0,1.0,0.06823349787308608,0.5,7.41,1.4534883720930234,26.4,0.3256,200,400,200,45,1000,983,3
16.0,42.0,42.0,1.8,2.677583117444195,0.31818181818181823,0.312,0.243,0.243,0.320754716981132,0.027294117647058608,4.0,40.0,1.0,0.06038916312181013,0.5,7.41,0.872093023255814,24.0,0.312,400,600,200,45,1000,983,3
16.0,42.0,42.0,1.8,2.677583117444195,0.31818181818181823,0.312,0.243,0.243,0.320754716981132,0.027294117647058608,4.0,40.0,1.0,0.06038916312181013,0.5,7.41,0.872093023255814,24.0,0.312,600,800,200,45,1000,983,3
16.0,42.0,42.0,1.8,2.677583117444195,0.31818181818181823,0.29869999999999997,0.21850000000000003,0.21850000000000003,0.320754716981132,0.0687588235294116,4.0,40.0,1.0,0.048751490997482216,0.5,7.41,0.6686046511627908,19.8,0.29869999999999997,800,1000,200,45,1000,983,3
19.2,37.6,43.2,1.8,3.3443594702356036,0.31818181818181823,0.3060181818181818,0.222,0.222,0.32075471698113195,0.04594331550802118,4.0,40.0,0.91,0.03799542002893331,0.5,7.41,0.47965116279069764,14.7,0.3060181818181818,1000,1500,500,45,1000,983,3
23.0,33.0,44.0,1.8,4.260795658998017,0.31818181818181823,0.31818181818181823,0.218,0.218,0.320754716981132,0.008021390374331173,4.0,40.0,0.1,0.026904933474480117,0.5,7.41,0.29069767441860467,15.0,0.31818181818181823,1500,2000,500,45,1000,983,3
78.0,5.0,17.0,1.63,166.87474528264863,0.3825757575757576,0.08900000000000001,0.06,0.054000000000000006,0.3849056603773585,0.7687745098039217,3.375,40.0,1.0,0.08,0.5,7.41,0.7267441860465115,9.0,0.08900000000000001,0,50,50,45,1000,987,1
78.0,5.0,17.0,1.63,166.87474528264863,0.3825757575757576,0.08900000000000001,0.06,0.054000000000000006,0.3849056603773585,0.7687745098039217,3.375,40.0,1.0,0.08,0.5,7.41,0.7267441860465115,9.0,0.08900000000000001,50,100,50,45,1000,987,1
78.0,5.0,17.0,1.63,166.87474528264863,0.3825757575757576,0.08900000000000001,0.06,0.054000000000000006,0.3849056603773585,0.7687745098039217,3.375,40.0,1.0,0.08,0.5,7.41,0.7267441860465115,9.0,0.08900000000000001,100,150,50,45,1000,987,1
78.0,5.0,17.0,1.63,166.87474528264863,0.3825757575757576,0.08900000000000001,0.06,0.054000000000000006,0.3849056603773585,0.7687745098039217,3.375,40.0,1.0,0.08,0.5,7.41,0.7267441860465115,9.0,0.08900000000000001,150,200,50,45,1000,987,1
72.05,13.5,14.45,1.7745,71.64616368485154,0.3278409090909091,0.14934999999999998,0.08975,0.08885,0.33037735849056593,0.5413161764705882,3.5875,40.0,1.0,0.06333078865353861,0.5,7.41,0.4796511627906977,9.85,0.14934999999999998,200,400,200,45,1000,987,1
71.0,15.0,14.0,1.8,54.841119873475584,0.31818181818181823,0.16,0.095,0.095,0.320754716981132,0.5011764705882352,3.625,40.0,1.0,0.06038916312181013,0.5,7.41,0.436046511627907,10.0,0.16,400,600,200,45,1000,987,1
71.0,15.0,14.0,1.8,54.841119873475584,0.31818181818181823,0.16,0.095,0.095,0.320754716981132,0.5011764705882352,3.625,40.0,1.0,0.06038916312181013,0.5,7.41,0.436046511627907,10.0,0.16,600,800,200,45,1000,987,1
71.45,12.75,15.8,1.8,70.02561265658426,0.31818181818181823,0.14425000000000002,0.07834999999999999,0.07834999999999999,0.320754716981132,0.5502794117647057,3.56875,40.0,1.0,0.05157638239901646,0.5,7.41,0.24609113433672936,8.65,0.14425000000000002,800,1000,200,45,1000,987,1
76.8,7.9,15.3,1.8,145.0887845436347,0.31818181818181823,0.1046,0.0472,0.0472,0.320754716981132,0.6738941176470588,3.4475,40.0,1.0,0.03845179214991734,0.5,7.41,0.14056036917496398,5.8,0.1046,1000,1500,500,45,1000,987,1
88.0,3.0,9.0,1.8,276.93226175047954,0.31818181818181823,0.05700000000000001,0.022000000000000002,0.022000000000000002,0.320754716981132,0.8222941176470588,3.325,40.0,1.0,0.03296049325961612,0.5,7.409999999999999,0.436046511627907,3.0,0.05700000000000001,1500,2000,500,45,1000,987,1
78.0,5.0,17.0,1.63,166.87474528264863,0.3825757575757576,0.08900000000000001,0.06,0.054000000000000006,0.3849056603773585,0.7687745098039217,3.375,40.0,1.0,0.08,0.5,7.41,0.7267441860465115,9.0,0.08900000000000001,0,50,50,45,1000,989,2
78.0,5.0,17.0,1.63,166.87474528264863,0.3825757575757576,0.08900000000000001,0.06,0.054000000000000006,0.3849056603773585,0.7687745098039217,3.375,40.0,1.0,0.08,0.5,7.41,0.7267441860465115,9.0,0.08900000000000001,50,100,50,45,1000,989,2
78.0,5.0,17.0,1.63,166.87474528264863,0.3825757575757576,0.08900000000000001,0.06,0.054000000000000006,0.3849056603773585,0.7687745098039217,3.375,40.0,1.0,0.08,0.5,7.41,0.7267441860465115,9.0,0.08900000000000001,100,150,50,45,1000,989,2
78.0,5.0,17.0,1.63,166.87474528264863,0.3825757575757576,0.08900000000000001,0.06,0.054000000000000006,0.3849056603773585,0.7687745098039217,3.375,40.0,1.0,0.08,0.5,7.41,0.7267441860465115,9.0,0.08900000000000001,150,200,50,45,1000,989,2
72.05,13.5,14.45,1.7745,71.64616368485154,0.3278409090909091,0.14934999999999998,0.08975,0.08885,0.33037735849056593,0.5413161764705882,3.5875,40.0,1.0,0.06333078865353861,0.5,7.41,0.4796511627906977,9.85,0.14934999999999998,200,400,200,45,1000,989,2
71.0,15.0,14.0,1.8,54.841119873475584,0.31818181818181823,0.16,0.095,0.095,0.320754716981132,0.5011764705882352,3.625,40.0,1.0,0.06038916312181013,0.5,7.41,0.436046511627907,10.0,0.16,400,600,200,45,1000,989,2
71.0,15.0,14.0,1.8,54.841119873475584,0.31818181818181823,0.16,0.095,0.095,0.320754716981132,0.5011764705882352,3.625,40.0,1.0,0.06038916312181013,0.5,7.41,0.436046511627907,10.0,0.16,600,800,200,45,1000,989,2
71.45,12.75,15.8,1.8,70.02561265658426,0.31818181818181823,0.14425000000000002,0.07834999999999999,0.07834999999999999,0.320754716981132,0.5502794117647057,3.56875,40.0,1.0,0.05157638239901646,0.5,7.41,0.24609113433672936,8.65,0.14425000000000002,800,1000,200,45,1000,989,2
76.8,7.9,15.3,1.8,145.0887845436347,0.31818181818181823,0.1046,0.0472,0.0472,0.320754716981132,0.6738941176470588,3.4475,40.0,1.0,0.03845179214991734,0.5,7.41,0.14056036917496398,5.8,0.1046,1000,1500,500,45,1000,989,2
88.0,3.0,9.0,1.8,276.93226175047954,0.31818181818181823,0.05700000000000001,0.022000000000000002,0.022000000000000002,0.320754716981132,0.8222941176470588,3.325,40.0,1.0,0.03296049325961612,0.5,7.409999999999999,0.436046511627907,3.0,0.05700000000000001,1500,2000,500,45,1000,989,2
79.0,4.0,17.0,1.63,193.40807403890778,0.3825757575757576,0.081,0.068,0.061200000000000004,0.3849056603773585,0.7895588235294118,3.35,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,9.0,0.081,0,50,50,45,1000,989,4
79.0,4.0,17.0,1.63,193.40807403890778,0.3825757575757576,0.081,0.068,0.061200000000000004,0.3849056603773585,0.7895588235294118,3.35,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,9.0,0.081,50,100,50,45,1000,989,4
79.0,4.0,17.0,1.63,193.40807403890778,0.3825757575757576,0.081,0.068,0.061200000000000004,0.3849056603773585,0.7895588235294118,3.35,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,9.0,0.081,100,150,50,45,1000,989,4
79.0,4.0,17.0,1.63,193.40807403890778,0.3825757575757576,0.081,0.068,0.061200000000000004,0.3849056603773585,0.7895588235294118,3.35,40.0,1.0,0.08,0.5,7.41,1.1627906976744187,9.0,0.081,150,200,50,45,1000,989,4
83.5,5.5,11.0,1.63,178.50022119033355,0.3825757575757576,0.07949999999999999,0.068,0.06630000000000001,0.3849056603773585,0.7934558823529412,3.3875,40.0,1.0,0.07264796560637145,0.5,7.41,0.6177325581395349,9.0,0.07949999999999999,200,400,200,45,1000,989,4
74.5,11.6,13.9,1.735,93.14409624991987,0.34280303030303033,0.1329,0.0932,0.0932,0.3452830188679245,0.6058057809330627,3.54,40.0,1.0,0.06006203647690882,0.5,7.41,0.436046511627907,8.65,0.1329,400,600,200,45,1000,989,4
70.0,14.0,16.0,1.78,58.6925931109675,0.3257575757575758,0.156,0.10400000000000001,0.10400000000000001,0.32830188679245276,0.5248275862068964,3.6,40.0,1.0,0.05571835747765747,0.5,7.41,0.436046511627907,8.5,0.156,600,800,200,45,1000,989,4
79.0,9.05,11.95,1.7890000000000001,160.73478169008857,0.32234848484848483,0.10965,0.06755000000000001,0.06755000000000001,0.3249056603773584,0.6642992900608519,3.47625,40.0,1.0,0.047946748367690584,0.5,7.41,0.24727078841659947,6.025,0.10965,800,1000,200,45,1000,989,4
90.0,3.0,7.0,1.8,285.45301217568095,0.31818181818181823,0.053,0.023,0.023,0.320754716981132,0.834764705882353,3.325,40.0,1.0,0.03844811501106439,0.5,7.41,0.016544904491668,3.0,0.053,1000,1500,500,45,1000,989,4
90.0,3.0,7.0,1.8,285.45301217568095,0.31818181818181823,0.053000000000000005,0.023,0.023,0.320754716981132,0.834764705882353,3.325,40.0,1.0,0.03844811501106439,0.5,7.409999999999999,0.016544904491668,3.0,0.053000000000000005,1500,2000,500,45,1000,989,4
18.0,18.0,64.0,1.52,8.492051302255014,0.402,0.289,0.138,0.12420000000000002,0.4264150943396226,0.3222566371681417,3.7,40.0,1.0,0.08,0.5,7.41,1.453488372093023,9.8,0.289,0,50,50,45,1000,1012,2
18.0,18.0,64.0,1.52,8.492051302255014,0.402,0.289,0.138,0.12420000000000002,0.4264150943396226,0.3222566371681417,3.7,40.0,1.0,0.08,0.5,7.41,1.453488372093023,9.8,0.289,50,100,50,45,1000,1012,2
18.0,18.0,64.0,1.52,8.492051302255014,0.402,0.289,0.138,0.12420000000000002,0.4264150943396226,0.3222566371681417,3.7,40.0,1.0,0.08,0.5,7.41,1.453488372093023,9.8,0.289,100,150,50,45,1000,1012,2
18.0,18.0,64.0,1.52,8.492051302255014,0.402,0.289,0.138,0.12420000000000002,0.4264150943396226,0.3222566371681417,3.7,40.0,1.0,0.08,0.5,7.41,1.453488372093023,9.8,0.289,150,200,50,45,1000,1012,2
19.6,24.8,55.6,1.62,6.850328849484524,0.3754666666666667,0.27759999999999996,0.14980000000000002,0.14754,0.38867924528301884,0.27578070449418707,3.82,40.0,1.0,0.07158547705435012,0.5,7.41,0.6104651162790697,13.24,0.27759999999999996,200,400,200,45,1000,1012,2
18.0,40.0,42.0,1.8,2.90686667557957,0.31818181818181823,0.282,0.209,0.209,0.320754716981132,0.1208235294117646,4.0,40.0,1.0,0.0618869708420263,0.5,7.41,0.436046511627907,21.2,0.282,400,600,200,45,1000,1012,2
24.975,33.7,41.325,1.791,5.375519309636409,0.32159090909090915,0.2793,0.18424999999999997,0.18424999999999997,0.32415094339622635,0.13814259634888418,3.955,40.0,1.0,0.057010428741403274,0.5,7.41,0.3052325581395349,17.555,0.2793,600,800,200,45,1000,1012,2
37.325,22.175,40.5,1.7890000000000001,13.017055944942562,0.32234848484848483,0.24630000000000002,0.13690000000000002,0.13690000000000002,0.3249056603773584,0.24300304259634867,3.804375,40.0,0.595,0.042703633497580794,0.5,7.41,0.08395957824034372,10.895,0.24630000000000002,800,1000,200,45,1000,1012,2
42.0,17.5,40.5,1.8,18.66897147796024,0.31818181818181823,0.21,0.11599999999999999,0.11599999999999999,0.320754716981132,0.3452941176470587,3.6875,40.0,0.1,0.03250226146100007,0.5,7.41,0.008928261722727655,8.2,0.21,1000,1500,500,45,1000,1012,2
42.0,17.5,40.5,1.8,18.66897147796024,0.31818181818181823,0.21,0.11599999999999999,0.11599999999999999,0.320754716981132,0.3452941176470587,3.6875,40.0,0.1,0.03250226146100007,0.5,7.41,0.008928261722727655,8.2,0.21,1500,2000,500,45,1000,1012,2
22.0,26.0,52.0,1.58,6.212338017296278,0.4015151515151515,0.304,0.172,0.1548,0.4037735849056603,0.2471028037383176,3.9,40.0,1.0,0.08,0.5,7.41,1.0174418604651163,18.0,0.304,0,50,50,45,1000,1017,2
22.0,26.0,52.0,1.58,6.212338017296278,0.4015151515151515,0.304,0.172,0.1548,0.4037735849056603,0.2471028037383176,3.9,40.0,1.0,0.08,0.5,7.41,1.0174418604651163,18.0,0.304,50,100,50,45,1000,1017,2
22.0,26.0,52.0,1.58,6.212338017296278,0.4015151515151515,0.304,0.172,0.1548,0.4037735849056603,0.2471028037383176,3.9,40.0,1.0,0.08,0.5,7.41,1.0174418604651163,18.0,0.304,100,150,50,45,1000,1017,2
22.0,26.0,52.0,1.58,6.212338017296278,0.4015151515151515,0.304,0.172,0.1548,0.4037735849056603,0.2471028037383176,3.9,40.0,1.0,0.08,0.5,7.41,1.0174418604651163,18.0,0.304,150,200,50,45,1000,1017,2
22.0,42.0,36.0,1.8,2.457315475133869,0.31818181818181823,0.31818181818181823,0.24,0.24,0.320754716981132,0.008021390374331173,4.0,40.0,1.0,0.06660699954720369,0.5,7.41,0.5813953488372093,24.0,0.31818181818181823,200,400,200,45,1000,1017,2
22.0,42.0,36.0,1.8,2.457315475133869,0.31818181818181823,0.31818181818181823,0.24,0.24,0.320754716981132,0.008021390374331173,4.0,40.0,1.0,0.06660699954720369,0.5,7.41,0.5813953488372093,24.0,0.31818181818181823,400,600,200,45,1000,1017,2
23.6,37.8,38.6,1.8,3.2015109220957667,0.3181818181818183,0.27845454545454545,0.23399999999999999,0.23399999999999999,0.320754716981132,0.1318770053475933,4.0,40.0,0.82,0.05420882746108294,0.5,7.41,0.34883720930232565,19.8,0.27845454545454545,600,800,200,45,1000,1017,2
25.0,36.0,39.0,1.8,3.515953439318471,0.31818181818181823,0.24,0.21,0.21,0.320754716981132,0.2517647058823528,4.0,40.0,0.1,0.03425421662709448,0.5,7.41,0.14534883720930233,18.0,0.24,800,1000,200,45,1000,1017,2
25.0,36.0,39.0,1.8,3.51595343931847,0.31818181818181823,0.24,0.21,0.21,0.320754716981132,0.2517647058823528,4.0,40.0,0.1,0.03425421662709448,0.5,7.41,0.14534883720930233,18.0,0.24,1000,1500,500,45,1000,1017,2
25.0,36.0,39.0,1.8,3.51595343931847,0.31818181818181823,0.24,0.21,0.21,0.320754716981132,0.2517647058823528,4.0,40.0,0.1,0.03425421662709448,0.5,7.41,0.14534883720930233,18.0,0.24,1500,2000,500,45,1000,1017,2
15.0,35.0,50.0,1.66,3.6329302641090906,0.3712121212121213,0.34600000000000003,0.244,0.21959999999999996,0.3735849056603774,0.07383838383838383,4.0,40.0,1.0,0.08,0.5,7.41,2.3255813953488373,30.0,0.34600000000000003,0,50,50,45,1000,1021,2
15.0,35.0,50.0,1.66,3.6329302641090906,0.3712121212121213,0.34600000000000003,0.244,0.21959999999999996,0.3735849056603774,0.07383838383838383,4.0,40.0,1.0,0.08,0.5,7.41,2.3255813953488373,30.0,0.34600000000000003,50,100,50,45,1000,1021,2
15.0,35.0,50.0,1.66,3.6329302641090906,0.3712121212121213,0.34600000000000003,0.244,0.21959999999999996,0.3735849056603774,0.07383838383838383,4.0,40.0,1.0,0.08,0.5,7.41,2.3255813953488373,30.0,0.34600000000000003,100,150,50,45,1000,1021,2
15.0,35.0,50.0,1.66,3.6329302641090906,0.3712121212121213,0.34600000000000003,0.244,0.21959999999999996,0.3735849056603774,0.07383838383838383,4.0,40.0,1.0,0.08,0.5,7.41,2.3255813953488373,30.0,0.34600000000000003,150,200,50,45,1000,1021,2
15.6,39.2,45.2,1.7439999999999998,3.0597219761101537,0.33939393939393947,0.3256,0.2434,0.23363999999999996,0.3418867924528301,0.0459118241235887,4.0,40.0,1.0,0.06823349787308608,0.5,7.41,1.4534883720930234,26.4,0.3256,200,400,200,45,1000,1021,2
16.0,42.0,42.0,1.8,2.677583117444195,0.31818181818181823,0.312,0.243,0.243,0.320754716981132,0.027294117647058608,4.0,40.0,1.0,0.06038916312181013,0.5,7.41,0.872093023255814,24.0,0.312,400,600,200,45,1000,1021,2
16.0,42.0,42.0,1.8,2.677583117444195,0.31818181818181823,0.312,0.243,0.243,0.320754716981132,0.027294117647058608,4.0,40.0,1.0,0.06038916312181013,0.5,7.41,0.872093023255814,24.0,0.312,600,800,200,45,1000,1021,2
16.0,42.0,42.0,1.8,2.677583117444195,0.31818181818181823,0.29869999999999997,0.21850000000000003,0.21850000000000003,0.320754716981132,0.0687588235294116,4.0,40.0,1.0,0.048751490997482216,0.5,7.41,0.6686046511627908,19.8,0.29869999999999997,800,1000,200,45,1000,1021,2
19.2,37.6,43.2,1.8,3.3443594702356036,0.31818181818181823,0.3060181818181818,0.222,0.222,0.32075471698113195,0.04594331550802118,4.0,40.0,0.91,0.03799542002893331,0.5,7.41,0.47965116279069764,14.7,0.3060181818181818,1000,1500,500,45,1000,1021,2
23.0,33.0,44.0,1.8,4.260795658998017,0.31818181818181823,0.31818181818181823,0.218,0.218,0.320754716981132,0.008021390374331173,4.0,40.0,0.1,0.026904933474480117,0.5,7.41,0.29069767441860467,15.0,0.31818181818181823,1500,2000,500,45,1000,1021,2
15.0,23.0,62.0,1.51,5.956775599424754,0.418,0.303,0.158,0.1422,0.43018867924528303,0.2956578947368422,3.825,40.0,1.0,0.08,0.5,7.41,1.453488372093023,19.5,0.303,0,50,50,45,1000,1023,1
15.0,23.0,62.0,1.51,5.956775599424754,0.418,0.303,0.158,0.1422,0.43018867924528303,0.2956578947368422,3.825,40.0,1.0,0.08,0.5,7.41,1.453488372093023,19.5,0.303,50,100,50,45,1000,1023,1
15.0,23.0,62.0,1.51,5.956775599424754,0.418,0.303,0.158,0.1422,0.43018867924528303,0.2956578947368422,3.825,40.0,1.0,0.08,0.5,7.41,1.453488372093023,19.5,0.303,100,150,50,45,1000,1023,1
15.0,23.0,62.0,1.51,5.956775599424754,0.418,0.303,0.158,0.1422,0.43018867924528303,0.2956578947368422,3.825,40.0,1.0,0.08,0.5,7.41,1.453488372093023,19.5,0.303,150,200,50,45,1000,1023,1
35.0,22.0,43.0,1.54,11.876248938472877,0.401,0.273,0.141,0.141,0.4188679245283019,0.34824324324324324,3.8,40.0,1.0,0.06320033933292601,0.5,7.41,0.7267441860465115,18.2,0.273,200,400,200,45,1000,1023,1
35.0,22.0,43.0,1.54,11.876248938472877,0.401,0.273,0.141,0.141,0.4188679245283019,0.34824324324324324,3.8,40.0,1.0,0.06320033933292601,0.5,7.41,0.7267441860465115,18.2,0.273,400,600,200,45,1000,1023,1
35.0,22.0,43.0,1.54,11.876248938472877,0.401,0.273,0.141,0.141,0.4188679245283019,0.34824324324324324,3.8,40.0,1.0,0.06320033933292601,0.5,7.41,0.7267441860465115,18.2,0.273,600,800,200,45,1000,1023,1
44.5,18.2,37.3,1.54,21.065535258121926,0.3896,0.23405,0.103,0.103,0.4188679245283019,0.44123198198198194,3.705,40.0,0.145,0.035137000388737905,0.5,7.41,0.45058139534883723,15.065,0.23405,800,1000,200,45,1000,1023,1
45.0,18.0,37.0,1.54,21.54918190652451,0.389,0.232,0.10099999999999999,0.10099999999999999,0.4188679245283019,0.4461261261261261,3.7,40.0,0.1,0.03365998254957011,0.5,7.41,0.436046511627907,14.9,0.232,1000,1500,500,45,1000,1023,1
